update_time,Nhiệt độ,Thời tiết,Độ ẩm,Hướng gió,location_id,location,scrape_timestamp
,°C,,,,64,Thời tiết Tân Phong (Lai Châu),
1h  02/02/2026,18°C,Đêm nhiều mây,91.0,Lặng gió,2,Thời tiết Hòa Bình (Phú Thọ),
1h  02/02/2026,19°C,Đêm nhiều mây,92.0,Gió bắc đông bắc - tốc độ: 1 m/s,3,Thời tiết Trường Vinh (Nghệ An),
1h  02/02/2026,20°C,Đêm nhiều mây,87.0,Gió bắc - tốc độ: 1 m/s,4,Thời tiết Thành Sen (Hà Tĩnh),
1h  02/02/2026,21°C,Đêm nhiều mây,84.0,Gió bắc đông bắc - tốc độ: 3 m/s,5,Thời tiết Đồng Hới (Quảng Trị),
1h  02/02/2026,20°C,Có mưa,95.0,Gió bắc tây bắc - tốc độ: 1 m/s,6,Thời tiết Quảng Trị (Quảng Trị),
1h  02/02/2026,20°C,"Nhiều mây, không mưa",97.0,Lặng gió,7,Thời tiết Thuận Hóa (Tp Huế),
1h  02/02/2026,21°C,"Nhiều mây, không mưa",90.0,Gió tây tây bắc - tốc độ: 1 m/s,8,Thời tiết Cẩm Thành (Quảng Ngãi),
1h  02/02/2026,24°C,Đêm có mây,86.0,Gió bắc đông bắc - tốc độ: 5 m/s,9,Thời tiết Nha Trang (Khánh Hòa),
1h  02/02/2026,24°C,Đêm nhiều mây,69.0,Gió đông đông bắc - tốc độ: 1 m/s,10,Thời tiết Phan Thiết (Lâm Đồng),
1h  02/02/2026,20°C,Đêm có mây,69.0,Gió đông - tốc độ: 2 m/s,11,Thời tiết Kon Tum (Quảng Ngãi),
1h  02/02/2026,15°C,Đêm có mây,91.0,Lặng gió,12,Thời tiết Pleiku (Gia Lai),
1h  02/02/2026,18°C,Đêm nhiều mây,95.0,Gió đông - tốc độ: 3 m/s,13,Thời tiết Buôn Ma Thuột (Đắk Lắk),
1h  02/02/2026,14°C,Đêm có mây,94.0,Lặng gió,14,Thời tiết Xuân Hương - Đà Lạt  (Lâm Đồng),
1h  02/02/2026,23°C,Đêm có mây,85.0,Lặng gió,15,Thời tiết Sài Gòn (Tp Hồ Chí Minh),
1h  02/02/2026,23°C,Đêm có mây,86.0,Lặng gió,16,Thời tiết Bình Dương (Tp Hồ Chí Minh),
1h  02/02/2026,18°C,Đêm nhiều mây,85.0,Gió đông đông bắc - tốc độ: 1 m/s,17,Thời tiết Hoa Lư (Ninh Bình),
1h  02/02/2026,17°C,"Nhiều mây, không mưa",94.0,Gió đông đông nam - tốc độ: 2 m/s,18,Thời tiết Thái Bình (Hưng Yên),
1h  02/02/2026,17°C,Đêm nhiều mây,87.0,Gió đông bắc - tốc độ: 2 m/s,19,Thời tiết Hải Dương (Tp Hải Phòng),
1h  02/02/2026,17°C,Đêm nhiều mây,87.0,Gió đông nam - tốc độ: 1 m/s,20,Thời tiết Phủ Lý (Ninh Bình),
1h  02/02/2026,23°C,Đêm nhiều mây,92.0,Lặng gió,21,Thời tiết Long An (Tây Ninh),
1h  02/02/2026,22°C,Đêm nhiều mây,93.0,Lặng gió,22,Thời tiết Cao Lãnh (Đồng Tháp),
1h  02/02/2026,23°C,Đêm nhiều mây,83.0,Gió nam đông nam - tốc độ: 2 m/s,23,Thời tiết Mỹ Tho (Đồng Tháp),
1h  02/02/2026,23°C,Đêm nhiều mây,86.0,Lặng gió,24,Thời tiết Bến Tre (Vĩnh Long),
1h  02/02/2026,22°C,Đêm nhiều mây,93.0,Lặng gió,25,Thời tiết Trà Vinh (Vĩnh Long),
1h  02/02/2026,24°C,Đêm có mây,85.0,Gió đông nam - tốc độ: 1 m/s,26,Thời tiết Ninh Kiều (Tp Cần Thơ),
1h  02/02/2026,23°C,Đêm nhiều mây,90.0,Lặng gió,27,Thời tiết Sóc Trăng (Tp Cần Thơ),
1h  02/02/2026,18°C,Đêm nhiều mây,85.0,Gió đông - tốc độ: 2 m/s,28,Thời tiết Hoàn Kiếm (Tp Hà Nội),
1h  02/02/2026,24°C,Đêm nhiều mây,84.0,Gió đông - tốc độ: 2 m/s,29,Thời tiết Bạc Liêu (Cà Mau),
1h  02/02/2026,24°C,Đêm nhiều mây,62.0,Lặng gió,30,Thời tiết Phước Long (Đồng Nai),
1h  02/02/2026,25°C,Đêm nhiều mây,76.0,Gió đông - tốc độ: 1 m/s,31,Thời tiết Vũng Tàu (Tp Hồ Chí Minh),
1h  02/02/2026,23°C,Đêm có mây,86.0,Lặng gió,32,Thời tiết Biên Hòa (Đồng Nai),
1h  02/02/2026,17°C,Đêm nhiều mây,87.0,Lặng gió,33,Thời tiết Phố Hiến (Hưng Yên),
1h  02/02/2026,18°C,Đêm nhiều mây,84.0,Gió đông - tốc độ: 1 m/s,34,Thời tiết Nam Định (Ninh Bình),
1h  02/02/2026,22°C,Đêm nhiều mây,84.0,Gió bắc - tốc độ: 1 m/s,35,Thời tiết Tây Ninh (Tây Ninh),
1h  02/02/2026,16°C,Đêm nhiều mây,93.0,Lặng gió,36,Thời tiết Hà Giang (Tuyên Quang),
1h  02/02/2026,16°C,Đêm nhiều mây,91.0,Lặng gió,37,Thời tiết Lào Cai (Lào Cai),
1h  02/02/2026,18°C,Đêm có mây,92.0,Lặng gió,38,Thời tiết Mường Thanh (Điện Biên),
1h  02/02/2026,19°C,Đêm nhiều mây,78.0,Gió đông bắc - tốc độ: 2 m/s,39,Thời tiết Bắc Gia Nghĩa (Lâm Đồng),
1h  02/02/2026,24°C,Đêm nhiều mây,81.0,Gió đông đông nam - tốc độ: 2 m/s,41,Thời tiết Rạch Giá (An Giang),
1h  02/02/2026,25°C,Đêm nhiều mây,77.0,Gió đông đông nam - tốc độ: 2 m/s,42,Thời tiết Tân Thành (Cà Mau),
1h  02/02/2026,17°C,Đêm nhiều mây,90.0,Lặng gió,43,Thời tiết Việt Trì (Phú Thọ),
1h  02/02/2026,18°C,Đêm nhiều mây,75.0,Lặng gió,44,Thời tiết Vĩnh Phúc (Phú Thọ),
1h  02/02/2026,16°C,Đêm nhiều mây,92.0,Lặng gió,45,Thời tiết Tô Hiệu (Sơn La),
1h  02/02/2026,17°C,Đêm nhiều mây,71.0,Lặng gió,46,Thời tiết Bắc Giang (Bắc Ninh),
1h  02/02/2026,18°C,Đêm nhiều mây,78.0,Gió đông bắc - tốc độ: 1 m/s,47,Thời tiết Kinh Bắc (Bắc Ninh),
1h  02/02/2026,13°C,Đêm nhiều mây,76.0,Gió tây bắc - tốc độ: 2 m/s,48,Thời tiết Lương Văn Tri (Lạng Sơn),
1h  02/02/2026,14°C,Đêm nhiều mây,94.0,Lặng gió,49,Thời tiết Thục Phán (Cao Bằng),
1h  02/02/2026,17°C,"Nhiều mây, không mưa",89.0,Lặng gió,50,Thời tiết Minh Xuân (Tuyên Quang),
1h  02/02/2026,17°C,Đêm nhiều mây,74.0,Gió bắc - tốc độ: 1 m/s,51,Thời tiết Phan Đình Phùng (Thái Nguyên),
1h  02/02/2026,15°C,Đêm nhiều mây,87.0,Gió đông bắc - tốc độ: 1 m/s,52,Thời tiết Bắc Kạn (Thái Nguyên),
1h  02/02/2026,15°C,Có mưa phùn,99.0,Gió bắc tây bắc - tốc độ: 1 m/s,53,Thời tiết Yên Bái (Lào Cai),
1h  02/02/2026,16°C,Đêm nhiều mây,82.0,Gió đông bắc - tốc độ: 2 m/s,54,Thời tiết Lê Chân (Tp Hải Phòng),
1h  02/02/2026,22°C,Đêm nhiều mây,85.0,Lặng gió,55,Thời tiết Hải Châu (Tp Đà Nẵng),
1h  02/02/2026,23°C,Đêm nhiều mây,80.0,Gió tây tây nam - tốc độ: 1 m/s,56,Thời tiết Quy Nhơn (Gia Lai),
1h  02/02/2026,23°C,Đêm có mây,87.0,Lặng gió,57,Thời tiết Long Châu (Vĩnh Long),
1h  02/02/2026,22°C,Đêm có mây,86.0,Gió nam - tốc độ: 2 m/s,58,Thời tiết Long Xuyên (An Giang),
1h  02/02/2026,23°C,Đêm nhiều mây,87.0,Lặng gió,59,Thời tiết Tuy Hòa (Đắk Lắk),
1h  02/02/2026,24°C,Đêm nhiều mây,81.0,Gió bắc đông bắc - tốc độ: 4 m/s,60,Thời tiết Phan Rang (Khánh Hòa),
1h  02/02/2026,16°C,"Nhiều mây, không mưa",95.0,Gió tây bắc - tốc độ: 1 m/s,61,Thời tiết Hạc Thành (Thanh Hóa),
1h  02/02/2026,20°C,Đêm nhiều mây,97.0,Lặng gió,62,Thời tiết Tam Kỳ (Tp Đà Nẵng),
1h  02/02/2026,17°C,Đêm nhiều mây,79.0,Gió bắc đông bắc - tốc độ: 4 m/s,63,Thời tiết Hạ Long (Quảng Ninh),
1h  02/02/2026,15°C,Đêm nhiều mây,97.0,Lặng gió,64,Thời tiết Tân Phong (Lai Châu),
4h  02/02/2026,17°C,Có mưa,99.0,Lặng gió,2,Thời tiết Hòa Bình (Phú Thọ),
4h  02/02/2026,18°C,Đêm nhiều mây,92.0,Gió bắc - tốc độ: 2 m/s,3,Thời tiết Trường Vinh (Nghệ An),
4h  02/02/2026,20°C,Đêm nhiều mây,85.0,Gió bắc tây bắc - tốc độ: 1 m/s,4,Thời tiết Thành Sen (Hà Tĩnh),
4h  02/02/2026,21°C,Đêm nhiều mây,82.0,Gió bắc - tốc độ: 4 m/s,5,Thời tiết Đồng Hới (Quảng Trị),
4h  02/02/2026,20°C,Có mưa,97.0,Gió bắc đông bắc - tốc độ: 3 m/s,6,Thời tiết Quảng Trị (Quảng Trị),
4h  02/02/2026,19°C,"Nhiều mây, không mưa",97.0,Lặng gió,7,Thời tiết Thuận Hóa (Tp Huế),
4h  02/02/2026,21°C,Có mưa,91.0,Gió bắc tây bắc - tốc độ: 1 m/s,8,Thời tiết Cẩm Thành (Quảng Ngãi),
4h  02/02/2026,22°C,Đêm có mây,83.0,Gió tây bắc - tốc độ: 2 m/s,9,Thời tiết Nha Trang (Khánh Hòa),
4h  02/02/2026,23°C,Đêm nhiều mây,71.0,Gió đông bắc - tốc độ: 3 m/s,10,Thời tiết Phan Thiết (Lâm Đồng),
4h  02/02/2026,15°C,Đêm có mây,85.0,Gió đông bắc - tốc độ: 1 m/s,12,Thời tiết Pleiku (Gia Lai),
4h  02/02/2026,18°C,Đêm nhiều mây,94.0,Lặng gió,13,Thời tiết Buôn Ma Thuột (Đắk Lắk),
4h  02/02/2026,14°C,Đêm có mây,93.0,Lặng gió,14,Thời tiết Xuân Hương - Đà Lạt  (Lâm Đồng),
4h  02/02/2026,22°C,Đêm có mây,87.0,Lặng gió,15,Thời tiết Sài Gòn (Tp Hồ Chí Minh),
4h  02/02/2026,21°C,Đêm nhiều mây,92.0,Gió bắc - tốc độ: 1 m/s,16,Thời tiết Bình Dương (Tp Hồ Chí Minh),
4h  02/02/2026,18°C,Đêm nhiều mây,84.0,Gió bắc đông bắc - tốc độ: 1 m/s,17,Thời tiết Hoa Lư (Ninh Bình),
4h  02/02/2026,17°C,"Nhiều mây, không mưa",92.0,Gió đông nam - tốc độ: 2 m/s,18,Thời tiết Thái Bình (Hưng Yên),
4h  02/02/2026,16°C,Đêm nhiều mây,82.0,Gió bắc tây bắc - tốc độ: 1 m/s,19,Thời tiết Hải Dương (Tp Hải Phòng),
4h  02/02/2026,17°C,Đêm nhiều mây,86.0,Lặng gió,20,Thời tiết Phủ Lý (Ninh Bình),
4h  02/02/2026,21°C,Đêm nhiều mây,95.0,Lặng gió,21,Thời tiết Long An (Tây Ninh),
4h  02/02/2026,22°C,Đêm nhiều mây,93.0,Lặng gió,22,Thời tiết Cao Lãnh (Đồng Tháp),
4h  02/02/2026,22°C,Đêm nhiều mây,90.0,Gió đông đông bắc - tốc độ: 1 m/s,23,Thời tiết Mỹ Tho (Đồng Tháp),
4h  02/02/2026,23°C,Đêm nhiều mây,86.0,Lặng gió,24,Thời tiết Bến Tre (Vĩnh Long),
4h  02/02/2026,21°C,Đêm nhiều mây,95.0,Lặng gió,25,Thời tiết Trà Vinh (Vĩnh Long),
4h  02/02/2026,22°C,Đêm có mây,90.0,Lặng gió,26,Thời tiết Ninh Kiều (Tp Cần Thơ),
4h  02/02/2026,22°C,Đêm nhiều mây,89.0,Gió đông nam - tốc độ: 1 m/s,27,Thời tiết Sóc Trăng (Tp Cần Thơ),
4h  02/02/2026,18°C,Đêm nhiều mây,79.0,Gió tây bắc - tốc độ: 1 m/s,28,Thời tiết Hoàn Kiếm (Tp Hà Nội),
4h  02/02/2026,24°C,Đêm nhiều mây,85.0,Gió đông - tốc độ: 3 m/s,29,Thời tiết Bạc Liêu (Cà Mau),
4h  02/02/2026,24°C,Đêm nhiều mây,81.0,Gió đông bắc - tốc độ: 1 m/s,31,Thời tiết Vũng Tàu (Tp Hồ Chí Minh),
4h  02/02/2026,17°C,Đêm nhiều mây,90.0,Lặng gió,33,Thời tiết Phố Hiến (Hưng Yên),
4h  02/02/2026,18°C,Đêm nhiều mây,84.0,Lặng gió,34,Thời tiết Nam Định (Ninh Bình),
4h  02/02/2026,21°C,Đêm nhiều mây,92.0,Lặng gió,35,Thời tiết Tây Ninh (Tây Ninh),
4h  02/02/2026,15°C,Có mưa,95.0,Gió tây bắc - tốc độ: 1 m/s,36,Thời tiết Hà Giang (Tuyên Quang),
4h  02/02/2026,16°C,Có mưa phùn,96.0,Lặng gió,37,Thời tiết Lào Cai (Lào Cai),
4h  02/02/2026,17°C,Đêm có mây,92.0,Lặng gió,38,Thời tiết Mường Thanh (Điện Biên),
4h  02/02/2026,18°C,Đêm nhiều mây,84.0,Lặng gió,39,Thời tiết Bắc Gia Nghĩa (Lâm Đồng),
4h  02/02/2026,23°C,Đêm nhiều mây,87.0,Gió đông đông nam - tốc độ: 1 m/s,41,Thời tiết Rạch Giá (An Giang),
4h  02/02/2026,25°C,Đêm nhiều mây,74.0,Gió đông đông nam - tốc độ: 1 m/s,42,Thời tiết Tân Thành (Cà Mau),
4h  02/02/2026,18°C,Đêm nhiều mây,84.0,Lặng gió,44,Thời tiết Vĩnh Phúc (Phú Thọ),
4h  02/02/2026,15°C,Đêm nhiều mây,94.0,Lặng gió,45,Thời tiết Tô Hiệu (Sơn La),
4h  02/02/2026,16°C,Đêm nhiều mây,73.0,Lặng gió,46,Thời tiết Bắc Giang (Bắc Ninh),
4h  02/02/2026,17°C,Đêm nhiều mây,74.0,Gió bắc - tốc độ: 1 m/s,47,Thời tiết Kinh Bắc (Bắc Ninh),
4h  02/02/2026,13°C,Đêm nhiều mây,75.0,Gió đông bắc - tốc độ: 2 m/s,48,Thời tiết Lương Văn Tri (Lạng Sơn),
4h  02/02/2026,13°C,"Nhiều mây, không mưa",98.0,Gió nam tây nam - tốc độ: 2 m/s,49,Thời tiết Thục Phán (Cao Bằng),
4h  02/02/2026,16°C,Có mưa,96.0,Lặng gió,50,Thời tiết Minh Xuân (Tuyên Quang),
4h  02/02/2026,16°C,Đêm nhiều mây,72.0,Gió đông bắc - tốc độ: 1 m/s,51,Thời tiết Phan Đình Phùng (Thái Nguyên),
4h  02/02/2026,14°C,Đêm nhiều mây,90.0,Gió đông bắc - tốc độ: 5 m/s,52,Thời tiết Bắc Kạn (Thái Nguyên),
4h  02/02/2026,15°C,Có mưa,100.0,Lặng gió,53,Thời tiết Yên Bái (Lào Cai),
4h  02/02/2026,16°C,Đêm nhiều mây,83.0,Gió đông bắc - tốc độ: 2 m/s,54,Thời tiết Lê Chân (Tp Hải Phòng),
4h  02/02/2026,21°C,Đêm nhiều mây,83.0,Gió tây bắc - tốc độ: 1 m/s,55,Thời tiết Hải Châu (Tp Đà Nẵng),
4h  02/02/2026,22°C,Đêm có mưa rào,85.0,Gió tây - tốc độ: 1 m/s,56,Thời tiết Quy Nhơn (Gia Lai),
4h  02/02/2026,22°C,Đêm nhiều mây,95.0,Lặng gió,57,Thời tiết Long Châu (Vĩnh Long),
4h  02/02/2026,22°C,Đêm nhiều mây,89.0,Lặng gió,58,Thời tiết Long Xuyên (An Giang),
4h  02/02/2026,22°C,Đêm nhiều mây,87.0,Lặng gió,59,Thời tiết Tuy Hòa (Đắk Lắk),
4h  02/02/2026,23°C,Đêm có mây,78.0,Gió đông bắc - tốc độ: 2 m/s,60,Thời tiết Phan Rang (Khánh Hòa),
4h  02/02/2026,18°C,Có mưa,94.0,Gió đông đông bắc - tốc độ: 2 m/s,61,Thời tiết Hạc Thành (Thanh Hóa),
4h  02/02/2026,20°C,Có mưa,98.0,Gió tây tây nam - tốc độ: 1 m/s,62,Thời tiết Tam Kỳ (Tp Đà Nẵng),
4h  02/02/2026,17°C,Đêm nhiều mây,78.0,Gió đông bắc - tốc độ: 4 m/s,63,Thời tiết Hạ Long (Quảng Ninh),
4h  02/02/2026,15°C,Đêm nhiều mây,97.0,Lặng gió,64,Thời tiết Tân Phong (Lai Châu),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",88.0,Lặng gió,2,Thời tiết Hòa Bình (Phú Thọ),
10h  02/02/2026,19°C,"Nhiều mây, không mưa",88.0,Gió bắc đông bắc - tốc độ: 2 m/s,3,Thời tiết Trường Vinh (Nghệ An),
10h  02/02/2026,20°C,"Nhiều mây, không mưa",89.0,Gió bắc đông bắc - tốc độ: 3 m/s,4,Thời tiết Thành Sen (Hà Tĩnh),
10h  02/02/2026,21°C,Có mưa,92.0,Gió đông bắc - tốc độ: 3 m/s,5,Thời tiết Đồng Hới (Quảng Trị),
10h  02/02/2026,21°C,"Nhiều mây, không mưa",96.0,Gió bắc - tốc độ: 2 m/s,6,Thời tiết Quảng Trị (Quảng Trị),
10h  02/02/2026,21°C,Có mưa rào,96.0,Lặng gió,7,Thời tiết Thuận Hóa (Tp Huế),
10h  02/02/2026,22°C,Có mưa,91.0,Lặng gió,8,Thời tiết Cẩm Thành (Quảng Ngãi),
10h  02/02/2026,27°C,"Nhiều mây, không mưa",71.0,Gió bắc đông bắc - tốc độ: 5 m/s,9,Thời tiết Nha Trang (Khánh Hòa),
7h  02/02/2026,22°C,"Nhiều mây, không mưa",77.0,Gió đông đông bắc - tốc độ: 3 m/s,10,Thời tiết Phan Thiết (Lâm Đồng),
7h  02/02/2026,17°C,"Ít mây, trời nắng",86.0,Lặng gió,11,Thời tiết Kon Tum (Quảng Ngãi),
10h  02/02/2026,23°C,"Mây thay đổi, trời nắng",69.0,Gió đông - tốc độ: 1 m/s,12,Thời tiết Pleiku (Gia Lai),
10h  02/02/2026,23°C,"Mây thay đổi, trời nắng",68.0,Gió đông bắc - tốc độ: 4 m/s,13,Thời tiết Buôn Ma Thuột (Đắk Lắk),
7h  02/02/2026,13°C,"Mây thay đổi, trời nắng",90.0,Lặng gió,14,Thời tiết Xuân Hương - Đà Lạt  (Lâm Đồng),
7h  02/02/2026,22°C,"Ít mây, trời nắng",91.0,Lặng gió,15,Thời tiết Sài Gòn (Tp Hồ Chí Minh),
7h  02/02/2026,20°C,"Ít mây, trời nắng",89.0,Gió bắc - tốc độ: 1 m/s,16,Thời tiết Bình Dương (Tp Hồ Chí Minh),
10h  02/02/2026,18°C,"Nhiều mây, không mưa",82.0,Gió bắc - tốc độ: 1 m/s,17,Thời tiết Hoa Lư (Ninh Bình),
10h  02/02/2026,19°C,"Nhiều mây, không mưa",83.0,Gió bắc tây bắc - tốc độ: 2 m/s,18,Thời tiết Thái Bình (Hưng Yên),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",77.0,Gió tây bắc - tốc độ: 2 m/s,19,Thời tiết Hải Dương (Tp Hải Phòng),
10h  02/02/2026,17°C,"Nhiều mây, không mưa",77.0,Gió tây bắc - tốc độ: 2 m/s,20,Thời tiết Phủ Lý (Ninh Bình),
7h  02/02/2026,21°C,"Nhiều mây, không mưa",94.0,Lặng gió,21,Thời tiết Long An (Tây Ninh),
7h  02/02/2026,21°C,"Mây thay đổi, trời nắng",97.0,Lặng gió,22,Thời tiết Cao Lãnh (Đồng Tháp),
7h  02/02/2026,22°C,"Nhiều mây, không mưa",93.0,Gió bắc - tốc độ: 1 m/s,23,Thời tiết Mỹ Tho (Đồng Tháp),
7h  02/02/2026,23°C,"Nhiều mây, không mưa",92.0,Gió đông - tốc độ: 2 m/s,24,Thời tiết Bến Tre (Vĩnh Long),
7h  02/02/2026,21°C,"Nhiều mây, không mưa",98.0,Lặng gió,25,Thời tiết Trà Vinh (Vĩnh Long),
7h  02/02/2026,23°C,"Mây thay đổi, trời nắng",85.0,Gió đông - tốc độ: 1 m/s,26,Thời tiết Ninh Kiều (Tp Cần Thơ),
7h  02/02/2026,23°C,"Nhiều mây, không mưa",95.0,Gió đông - tốc độ: 1 m/s,27,Thời tiết Sóc Trăng (Tp Cần Thơ),
10h  02/02/2026,17°C,"Nhiều mây, không mưa",73.0,Gió đông bắc - tốc độ: 3 m/s,28,Thời tiết Hoàn Kiếm (Tp Hà Nội),
7h  02/02/2026,24°C,"Nhiều mây, không mưa",81.0,Gió đông đông bắc - tốc độ: 2 m/s,29,Thời tiết Bạc Liêu (Cà Mau),
7h  02/02/2026,20°C,"Nhiều mây, không mưa",82.0,Lặng gió,30,Thời tiết Phước Long (Đồng Nai),
7h  02/02/2026,23°C,"Nhiều mây, không mưa",80.0,Gió đông bắc - tốc độ: 1 m/s,31,Thời tiết Vũng Tàu (Tp Hồ Chí Minh),
7h  02/02/2026,22°C,"Mây thay đổi, trời nắng",91.0,Lặng gió,32,Thời tiết Biên Hòa (Đồng Nai),
10h  02/02/2026,17°C,"Nhiều mây, không mưa",73.0,Gió bắc - tốc độ: 2 m/s,33,Thời tiết Phố Hiến (Hưng Yên),
10h  02/02/2026,18°C,"Nhiều mây, không mưa",75.0,Gió tây bắc - tốc độ: 2 m/s,34,Thời tiết Nam Định (Ninh Bình),
7h  02/02/2026,20°C,"Nhiều mây, không mưa",96.0,Gió tây bắc - tốc độ: 1 m/s,35,Thời tiết Tây Ninh (Tây Ninh),
10h  02/02/2026,16°C,Có mưa phùn,99.0,Lặng gió,36,Thời tiết Hà Giang (Tuyên Quang),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",89.0,Gió đông nam - tốc độ: 3 m/s,37,Thời tiết Lào Cai (Lào Cai),
10h  02/02/2026,19°C,"Nhiều mây, không mưa",91.0,Lặng gió,38,Thời tiết Mường Thanh (Điện Biên),
7h  02/02/2026,18°C,"Nhiều mây, không mưa",83.0,Lặng gió,39,Thời tiết Bắc Gia Nghĩa (Lâm Đồng),
7h  02/02/2026,24°C,"Mây thay đổi, trời nắng",88.0,Gió đông đông nam - tốc độ: 2 m/s,41,Thời tiết Rạch Giá (An Giang),
7h  02/02/2026,25°C,"Nhiều mây, không mưa",74.0,Gió đông đông nam - tốc độ: 1 m/s,42,Thời tiết Tân Thành (Cà Mau),
7h  02/02/2026,16°C,"Nhiều mây, không mưa",97.0,Lặng gió,43,Thời tiết Việt Trì (Phú Thọ),
10h  02/02/2026,17°C,"Nhiều mây, không mưa",73.0,Gió đông - tốc độ: 2 m/s,44,Thời tiết Vĩnh Phúc (Phú Thọ),
10h  02/02/2026,15°C,"Nhiều mây, không mưa",83.0,Gió nam đông nam - tốc độ: 3 m/s,45,Thời tiết Tô Hiệu (Sơn La),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",61.0,Gió đông bắc - tốc độ: 1 m/s,46,Thời tiết Bắc Giang (Bắc Ninh),
10h  02/02/2026,17°C,"Nhiều mây, không mưa",63.0,Gió bắc tây bắc - tốc độ: 1 m/s,47,Thời tiết Kinh Bắc (Bắc Ninh),
10h  02/02/2026,14°C,"Nhiều mây, không mưa",68.0,Lặng gió,48,Thời tiết Lương Văn Tri (Lạng Sơn),
10h  02/02/2026,14°C,"Nhiều mây, không mưa",88.0,Lặng gió,49,Thời tiết Thục Phán (Cao Bằng),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",81.0,Gió đông đông nam - tốc độ: 3 m/s,50,Thời tiết Minh Xuân (Tuyên Quang),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",72.0,Lặng gió,51,Thời tiết Phan Đình Phùng (Thái Nguyên),
10h  02/02/2026,16°C,"Nhiều mây, không mưa",80.0,Gió đông bắc - tốc độ: 2 m/s,52,Thời tiết Bắc Kạn (Thái Nguyên),
10h  02/02/2026,16°C,Có mưa,100.0,Gió đông - tốc độ: 2 m/s,53,Thời tiết Yên Bái (Lào Cai),
10h  02/02/2026,18°C,"Nhiều mây, không mưa",76.0,Gió bắc đông bắc - tốc độ: 2 m/s,54,Thời tiết Lê Chân (Tp Hải Phòng),
10h  02/02/2026,23°C,"Nhiều mây, không mưa",80.0,Gió đông đông bắc - tốc độ: 2 m/s,55,Thời tiết Hải Châu (Tp Đà Nẵng),
10h  02/02/2026,25°C,"Nhiều mây, không mưa",82.0,Gió bắc đông bắc - tốc độ: 1 m/s,56,Thời tiết Quy Nhơn (Gia Lai),
7h  02/02/2026,23°C,"Mây thay đổi, trời nắng",90.0,Lặng gió,57,Thời tiết Long Châu (Vĩnh Long),
7h  02/02/2026,22°C,"Mây thay đổi, trời nắng",91.0,Lặng gió,58,Thời tiết Long Xuyên (An Giang),
10h  02/02/2026,26°C,"Mây thay đổi, trời nắng",82.0,Gió bắc - tốc độ: 2 m/s,59,Thời tiết Tuy Hòa (Đắk Lắk),
10h  02/02/2026,28°C,"Ít mây, trời nắng",63.0,Gió bắc đông bắc - tốc độ: 5 m/s,60,Thời tiết Phan Rang (Khánh Hòa),
10h  02/02/2026,19°C,"Nhiều mây, không mưa",71.0,Gió đông đông bắc - tốc độ: 3 m/s,61,Thời tiết Hạc Thành (Thanh Hóa),
10h  02/02/2026,21°C,Có mưa,97.0,Gió tây bắc - tốc độ: 1 m/s,62,Thời tiết Tam Kỳ (Tp Đà Nẵng),
10h  02/02/2026,18°C,"Nhiều mây, không mưa",66.0,Gió đông bắc - tốc độ: 4 m/s,63,Thời tiết Hạ Long (Quảng Ninh),
10h  02/02/2026,14°C,"Nhiều mây, không mưa",93.0,Gió đông nam - tốc độ: 4 m/s,64,Thời tiết Tân Phong (Lai Châu),
10h  02/02/2026,28°C,"Mây thay đổi, trời nắng",61.0,Gió nam đông nam - tốc độ: 2 m/s,10,Thời tiết Phan Thiết (Lâm Đồng),
10h  02/02/2026,18°C,"Ít mây, trời nắng",65.0,Gió đông nam - tốc độ: 3 m/s,14,Thời tiết Xuân Hương - Đà Lạt  (Lâm Đồng),
10h  02/02/2026,28°C,"Ít mây, trời nắng",66.0,Gió bắc - tốc độ: 2 m/s,15,Thời tiết Sài Gòn (Tp Hồ Chí Minh),
10h  02/02/2026,29°C,"Ít mây, trời nắng",51.0,Gió đông đông bắc - tốc độ: 3 m/s,16,Thời tiết Bình Dương (Tp Hồ Chí Minh),
10h  02/02/2026,25°C,"Nhiều mây, không mưa",67.0,Gió đông bắc - tốc độ: 3 m/s,21,Thời tiết Long An (Tây Ninh),
10h  02/02/2026,26°C,"Mây thay đổi, trời nắng",72.0,Gió bắc đông bắc - tốc độ: 3 m/s,22,Thời tiết Cao Lãnh (Đồng Tháp),
10h  02/02/2026,26°C,"Nhiều mây, không mưa",63.0,Gió bắc - tốc độ: 2 m/s,23,Thời tiết Mỹ Tho (Đồng Tháp),
10h  02/02/2026,28°C,"Mây thay đổi, trời nắng",63.0,Gió bắc đông bắc - tốc độ: 3 m/s,24,Thời tiết Bến Tre (Vĩnh Long),
10h  02/02/2026,27°C,"Nhiều mây, không mưa",59.0,Gió đông bắc - tốc độ: 2 m/s,25,Thời tiết Trà Vinh (Vĩnh Long),
10h  02/02/2026,27°C,"Ít mây, trời nắng",60.0,Gió bắc đông bắc - tốc độ: 2 m/s,26,Thời tiết Ninh Kiều (Tp Cần Thơ),
10h  02/02/2026,29°C,"Ít mây, trời nắng",57.0,Gió đông đông bắc - tốc độ: 3 m/s,27,Thời tiết Sóc Trăng (Tp Cần Thơ),
